Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:36:45,140] Finished trial#17 with value: 0.7375 with parameters: {'learning_rate': 0.12761204566025566, 'max_depth': 2, 'min_child_weight': 0.6692557316312208, 'reg_alpha': 0.017321817607719486, 'reg_lambda': 0.0027504902516786683, 'aft_loss_distribution_scale': 1.628045874956768}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,188] Finished trial#11 with value: 0.275 with parameters: {'learning_rate': 0.0036292273747173098, 'max_depth': 6, 'min_child_weight': 1.0918975760166283, 'reg_alpha': 0.011506251471790518, 'reg_lambda': 24.633844785199177, 'aft_loss_distribution_scale': 2.4745940836421942}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,233] Finished trial#28 with value: 0.29375 with parameters: {'learning_rate': 0.1169811016564916, 'max_depth': 2, 'min_child_weight': 2.3842941499423427, 'reg_alpha': 0.0005400387476608285, 'reg_lambda': 22.111341114719202, 'aft_loss_distribution_scale': 5.871835942610463}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,288] Finished trial#30 with value: 0.13125 with parameters: {'learning_rate': 0.0034283381723725914, 'max_depth': 10, 'min_child_weight': 2.0061534059747923, 'reg_alpha': 4.060322826560082, 'reg_lambda': 0.003340270082622828, 'aft_loss_distribution_scale': 9.677553466592528}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,343] Finished trial#33 with value: 0.13125 with parameters: {'learning_rate': 0.8203201140327278, 'max_depth': 6, 'min_child_weight': 3.563468337176408, 'reg_alpha': 2.882342437182555, 'reg_lambda': 0.9010799715877252, 'aft_loss_distribution_scale': 46.5332938526465}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,390] Finished trial#31 with value: 0.13125 with parameters: {'learning_rate': 0.9435482119195828, 'max_depth': 4, 'min_child_weight': 0.2675838047489746, 'reg_alpha': 1.5291039669287843, 'reg_lambda': 46.69646450455254, 'aft_loss_distribution_scale': 32.42002778470485}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,438] Finished trial#29 with value: 0.45 with parameters: {'learning_rate': 0.158905808390054, 'max_depth': 2, 'min_child_weight': 0.1705718393408814, 'reg_alpha': 0.003404332811763499, 'reg_lambda': 0.04557836500211133, 'aft_loss_distribution_scale': 8.164649457813844}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,491] Finished trial#32 with value: 0.13125 with parameters: {'learning_rate': 0.0012667283752258055, 'max_depth': 2, 'min_child_weight': 7.79075800301746, 'reg_alpha': 0.034922465625248936, 'reg_lambda': 0.000241026734880932, 'aft_loss_distribution_scale': 1.8245864788293669}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,547] Finished trial#35 with value: 0.13125 with parameters: {'learning_rate': 0.005446309985556005, 'max_depth': 8, 'min_child_weight': 96.20722177763885, 'reg_alpha': 29.856951302053762, 'reg_lambda': 0.29693789322293496, 'aft_loss_distribution_scale': 45.27214194365032}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,599] Finished trial#38 with value: 0.2875 with parameters: {'learning_rate': 0.43264941226394105, 'max_depth': 8, 'min_child_weight': 5.331188741511908, 'reg_alpha': 0.3850325837798087, 'reg_lambda': 0.0001518955693521565, 'aft_loss_distribution_scale': 8.047134243753757}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,653] Finished trial#39 with value: 0.29375 with parameters: {'learning_rate': 0.5469575979496708, 'max_depth': 8, 'min_child_weight': 7.209416697770377, 'reg_alpha': 0.025384438247801264, 'reg_lambda': 9.420221423808787, 'aft_loss_distribution_scale': 7.283131111828702}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,704] Finished trial#40 with value: 0.13125 with parameters: {'learning_rate': 0.005315838621016139, 'max_depth': 6, 'min_child_weight': 5.210159297727815, 'reg_alpha': 0.0016023239912924998, 'reg_lambda': 41.81892371838758, 'aft_loss_distribution_scale': 83.45805293577611}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,744] Finished trial#25 with value: 0.5 with parameters: {'learning_rate': 0.02576171052656395, 'max_depth': 6, 'min_child_weight': 5.929105043429467, 'reg_alpha': 0.06647844201093928, 'reg_lambda': 0.0030528471395160944, 'aft_loss_distribution_scale': 3.0126313713800035}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,808] Finished trial#42 with value: 0.29375 with parameters: {'learning_rate': 0.01669497263289514, 'max_depth': 4, 'min_child_weight': 54.187120170084675, 'reg_alpha': 0.00010713820992296446, 'reg_lambda': 0.0005816529780385527, 'aft_loss_distribution_scale': 27.562900025488613}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,853] Finished trial#41 with value: 0.13125 with parameters: {'learning_rate': 0.022383070683885235, 'max_depth': 4, 'min_child_weight': 91.28298923464709, 'reg_alpha': 5.8873244696509595, 'reg_lambda': 0.17397886960490871, 'aft_loss_distribution_scale': 85.4864466083001}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,904] Finished trial#44 with value: 0.13125 with parameters: {'learning_rate': 0.06383160635743824, 'max_depth': 6, 'min_child_weight': 69.46637114731763, 'reg_alpha': 0.07491850015199325, 'reg_lambda': 55.155426337447764, 'aft_loss_distribution_scale': 83.87817202014097}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:45,988] Finished trial#43 with value: 0.6875 with parameters: {'learning_rate': 0.6641877544010217, 'max_depth': 10, 'min_child_weight': 22.2378652295867, 'reg_alpha': 0.7494184706258604, 'reg_lambda': 0.002412625266570785, 'aft_loss_distribution_scale': 1.4369028681284697}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,054] Finished trial#46 with value: 0.29375 with parameters: {'learning_rate': 0.1298566498046992, 'max_depth': 6, 'min_child_weight': 5.5195975553245225, 'reg_alpha': 0.037527379999843805, 'reg_lambda': 0.004668509639649171, 'aft_loss_distribution_scale': 44.306392368390675}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,094] Finished trial#34 with value: 0.66875 with parameters: {'learning_rate': 0.21990493978358178, 'max_depth': 4, 'min_child_weight': 3.1418688200580007, 'reg_alpha': 0.44514243698523276, 'reg_lambda': 5.663074745491269, 'aft_loss_distribution_scale': 1.135340454420924}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,139] Finished trial#45 with value: 0.3 with parameters: {'learning_rate': 0.8915590781021017, 'max_depth': 8, 'min_child_weight': 1.0505430129869573, 'reg_alpha': 0.0014766191651479643, 'reg_lambda': 51.59577111706001, 'aft_loss_distribution_scale': 25.272816442556923}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,183] Finished trial#27 with value: 0.7 with parameters: {'learning_rate': 0.10176103982519633, 'max_depth': 2, 'min_child_weight': 1.2592633211111919, 'reg_alpha': 0.0008694896270920556, 'reg_lambda': 0.0001268151208852121, 'aft_loss_distribution_scale': 1.128358124042136}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,242] Finished trial#48 with value: 0.13125 with parameters: {'learning_rate': 0.0420449787231655, 'max_depth': 4, 'min_child_weight': 0.1331707627986746, 'reg_alpha': 0.0008775860269060952, 'reg_lambda': 33.56132575969363, 'aft_loss_distribution_scale': 88.46501017359073}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,280] Finished trial#47 with value: 0.13125 with parameters: {'learning_rate': 0.013544176741171206, 'max_depth': 8, 'min_child_weight': 34.09142542839845, 'reg_alpha': 0.0031895178725840534, 'reg_lambda': 4.353012082640242, 'aft_loss_distribution_scale': 33.632967823396136}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,326] Finished trial#49 with value: 0.13125 with parameters: {'learning_rate': 0.013856743425532695, 'max_depth': 6, 'min_child_weight': 0.7619247778004522, 'reg_alpha': 0.3176649553182746, 'reg_lambda': 4.2407965538142065, 'aft_loss_distribution_scale': 76.12308068068583}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,372] Finished trial#50 with value: 0.29375 with parameters: {'learning_rate': 0.03336390038929985, 'max_depth': 8, 'min_child_weight': 0.12740039954543583, 'reg_alpha': 0.07998276185186047, 'reg_lambda': 0.017810822815821314, 'aft_loss_distribution_scale': 25.485385456758166}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,435] Finished trial#51 with value: 0.13125 with parameters: {'learning_rate': 0.8453916599120962, 'max_depth': 10, 'min_child_weight': 26.239872407438103, 'reg_alpha': 34.84734704644415, 'reg_lambda': 0.1335129013324018, 'aft_loss_distribution_scale': 92.21602627198799}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,479] Finished trial#53 with value: 0.13125 with parameters: {'learning_rate': 0.1604316407072664, 'max_depth': 8, 'min_child_weight': 0.16539946603555902, 'reg_alpha': 10.796700352469855, 'reg_lambda': 0.08117595457590195, 'aft_loss_distribution_scale': 11.804211519414562}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,548] Finished trial#55 with value: 0.13125 with parameters: {'learning_rate': 0.3732110492887043, 'max_depth': 4, 'min_child_weight': 3.554751290270667, 'reg_alpha': 2.1829162966954847, 'reg_lambda': 0.35055284051251767, 'aft_loss_distribution_scale': 69.9410838358316}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,605] Finished trial#57 with value: 0.13125 with parameters: {'learning_rate': 0.346743204719558, 'max_depth': 10, 'min_child_weight': 10.21902885049448, 'reg_alpha': 95.89248562774009, 'reg_lambda': 0.20322814128093455, 'aft_loss_distribution_scale': 14.307599045567521}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,657] Finished trial#54 with value: 0.3 with parameters: {'learning_rate': 0.005792875861129877, 'max_depth': 6, 'min_child_weight': 1.1088122153489965, 'reg_alpha': 0.04461812343869249, 'reg_lambda': 0.0012168851219851067, 'aft_loss_distribution_scale': 16.51049826331368}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,695] Finished trial#37 with value: 0.29375 with parameters: {'learning_rate': 0.012709567842554958, 'max_depth': 10, 'min_child_weight': 0.5493646368230835, 'reg_alpha': 17.096500895574664, 'reg_lambda': 0.05223038765433735, 'aft_loss_distribution_scale': 1.417240387221427}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,746] Finished trial#52 with value: 0.29375 with parameters: {'learning_rate': 0.004311550784335518, 'max_depth': 8, 'min_child_weight': 14.089057828533226, 'reg_alpha': 0.003654477717376769, 'reg_lambda': 0.0025543747189610824, 'aft_loss_distribution_scale': 30.119671161072322}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,797] Finished trial#60 with value: 0.13125 with parameters: {'learning_rate': 0.005414668401369884, 'max_depth': 2, 'min_child_weight': 1.1549287667065002, 'reg_alpha': 56.16830264288051, 'reg_lambda': 3.9431382264435975, 'aft_loss_distribution_scale': 22.412696408236492}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,873] Finished trial#56 with value: 0.3 with parameters: {'learning_rate': 0.004341066596324382, 'max_depth': 2, 'min_child_weight': 12.59856479693689, 'reg_alpha': 0.0013134559263495793, 'reg_lambda': 0.14135229698490073, 'aft_loss_distribution_scale': 12.404404643976699}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:46,933] Finished trial#63 with value: 0.29375 with parameters: {'learning_rate': 0.04217008251650644, 'max_depth': 6, 'min_child_weight': 16.32584924784967, 'reg_alpha': 0.0001282798562777739, 'reg_lambda': 1.4117480419905073, 'aft_loss_distribution_scale': 7.951314288007566}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,012] Finished trial#58 with value: 0.13125 with parameters: {'learning_rate': 0.001488880156095422, 'max_depth': 8, 'min_child_weight': 2.5512454974887397, 'reg_alpha': 0.0007914625702815608, 'reg_lambda': 0.00507945906174386, 'aft_loss_distribution_scale': 1.8196540754516606}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,067] Finished trial#65 with value: 0.13125 with parameters: {'learning_rate': 0.0042433713216839045, 'max_depth': 4, 'min_child_weight': 11.19683691030218, 'reg_alpha': 83.02497201654857, 'reg_lambda': 15.87455316148908, 'aft_loss_distribution_scale': 2.715828493466495}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,106] Finished trial#61 with value: 0.65 with parameters: {'learning_rate': 0.6400681909220567, 'max_depth': 4, 'min_child_weight': 0.21750083233804887, 'reg_alpha': 0.02149645320492162, 'reg_lambda': 0.0019537048453064933, 'aft_loss_distribution_scale': 1.1963269533313923}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,147] Finished trial#59 with value: 0.29375 with parameters: {'learning_rate': 0.015139186241931581, 'max_depth': 10, 'min_child_weight': 1.548364788418366, 'reg_alpha': 3.6337477610699276, 'reg_lambda': 0.0021549086068787626, 'aft_loss_distribution_scale': 1.4943843066766935}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,198] Finished trial#62 with value: 0.2875 with parameters: {'learning_rate': 0.5712954850730007, 'max_depth': 4, 'min_child_weight': 4.741336022491787, 'reg_alpha': 0.0003409729947594642, 'reg_lambda': 80.86029114841988, 'aft_loss_distribution_scale': 22.36718044166562}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,243] Finished trial#36 with value: 0.58125 with parameters: {'learning_rate': 0.13147416426906192, 'max_depth': 10, 'min_child_weight': 0.30908753899036967, 'reg_alpha': 0.00018495863720581585, 'reg_lambda': 0.3119073821835246, 'aft_loss_distribution_scale': 1.5546212989192139}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,300] Finished trial#67 with value: 0.13125 with parameters: {'learning_rate': 0.28068887328494835, 'max_depth': 8, 'min_child_weight': 73.54369724683988, 'reg_alpha': 56.919962419221626, 'reg_lambda': 0.2603558816062654, 'aft_loss_distribution_scale': 19.11538515114321}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,343] Finished trial#66 with value: 0.13125 with parameters: {'learning_rate': 0.01072799075148668, 'max_depth': 6, 'min_child_weight': 0.321195975106209, 'reg_alpha': 4.972988257389006, 'reg_lambda': 2.4234622725159745, 'aft_loss_distribution_scale': 10.525819855605231}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,387] Finished trial#70 with value: 0.13125 with parameters: {'learning_rate': 0.009640552102806878, 'max_depth': 10, 'min_child_weight': 22.63854039882246, 'reg_alpha': 2.90581261840134, 'reg_lambda': 0.04550994383239808, 'aft_loss_distribution_scale': 15.747279324030753}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,446] Finished trial#73 with value: 0.13125 with parameters: {'learning_rate': 0.001266503311713116, 'max_depth': 6, 'min_child_weight': 0.5351143777379851, 'reg_alpha': 13.958710259605512, 'reg_lambda': 0.028267113517193486, 'aft_loss_distribution_scale': 38.222607074125285}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,493] Finished trial#71 with value: 0.13125 with parameters: {'learning_rate': 0.002442495144718592, 'max_depth': 10, 'min_child_weight': 60.59070918547259, 'reg_alpha': 2.4044509905695155, 'reg_lambda': 0.05983359240060367, 'aft_loss_distribution_scale': 36.12968748336505}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,537] Finished trial#72 with value: 0.29375 with parameters: {'learning_rate': 0.761923642615815, 'max_depth': 4, 'min_child_weight': 22.281045609133354, 'reg_alpha': 0.010938004308557318, 'reg_lambda': 0.0002521371474167064, 'aft_loss_distribution_scale': 50.40616855351011}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,591] Finished trial#69 with value: 0.3 with parameters: {'learning_rate': 0.02163852745360064, 'max_depth': 6, 'min_child_weight': 25.7821026602596, 'reg_alpha': 0.00035290472487420463, 'reg_lambda': 0.6000160772852693, 'aft_loss_distribution_scale': 15.558037670689295}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,644] Finished trial#76 with value: 0.13125 with parameters: {'learning_rate': 0.001753647218515281, 'max_depth': 6, 'min_child_weight': 0.7463845092570388, 'reg_alpha': 2.6853126760861787, 'reg_lambda': 0.009195823130264133, 'aft_loss_distribution_scale': 2.8183751871566143}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,693] Finished trial#75 with value: 0.2875 with parameters: {'learning_rate': 0.09586137978248369, 'max_depth': 10, 'min_child_weight': 2.685804843527949, 'reg_alpha': 0.04292325680676534, 'reg_lambda': 0.0003860805196801898, 'aft_loss_distribution_scale': 25.276148737893717}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,736] Finished trial#77 with value: 0.13125 with parameters: {'learning_rate': 0.10674085812225188, 'max_depth': 8, 'min_child_weight': 0.1403678385448607, 'reg_alpha': 0.4467103794447406, 'reg_lambda': 50.83183781693057, 'aft_loss_distribution_scale': 55.56507794310617}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,796] Finished trial#78 with value: 0.13125 with parameters: {'learning_rate': 0.001275271445059416, 'max_depth': 6, 'min_child_weight': 52.5761259612446, 'reg_alpha': 0.0392330128835378, 'reg_lambda': 0.2211950244106134, 'aft_loss_distribution_scale': 3.6834530760932815}. Best is trial#17 with value: 0.7375.
[I 2020-05-25 02:36:47,848] Finished trial#68 with value: 0.2875 with parameters: {'learning_rate': 0.187220978334835, 'max_depth': 10, 'min_child_weight': 0.17789766920659164, 'reg_alpha': 25.92341441841981, 'reg_lambda': 0.01246436132298318, 'aft_loss_distribution_scale': 1.4305168659483942}. Best is trial#17 with value: 0.7375.
